epoch,train_loss,train_frame_accuracy,train_frame_balanced_accuracy,train_frame_f1,train_frame_precision,train_frame_recall,train_frame_auc,val_loss,val_frame_accuracy,val_frame_balanced_accuracy,val_frame_f1,val_frame_precision,val_frame_recall,val_frame_auc
1,0.693134087221963,0.9531422991071429,0.5525462752402297,0.09184412887595851,0.06890731754815885,0.13766941184099604,0.6995766721492059,0.6628811435699463,0.9232421875,0.617990429177846,0.12169611728597396,0.07622816186352098,0.30158026879338357,0.7585269975038959
2,0.6494173457792827,0.9341768973214286,0.6054617329197668,0.12172475670684944,0.07900561564260929,0.2650282082874003,0.7558522343211246,0.6457188135782878,0.9554817708333333,0.5909607500666313,0.14443721535458687,0.10923542770628313,0.21311475409836064,0.7757784674676571
3,0.635156816823142,0.9293738839285715,0.6239950239647986,0.13042104105974825,0.0827448518770379,0.30772971921405873,0.7707811470022928,0.6381759665807089,0.9049609375,0.6511092818385875,0.12584732568444754,0.07510435130653553,0.3879781420765027,0.7793360142662773
4,0.6273429670333862,0.9268158482142858,0.6351013288987334,0.135411310206611,0.08498560127106021,0.3329874845989235,0.7785660075033021,0.6762212567329406,0.9665520833333333,0.5706334990393823,0.1445317703476755,0.13162683489020988,0.16024220942253728,0.7795978140090767
5,0.626481269972665,0.9229681919642857,0.6388618741961238,0.13344716539337975,0.0827436418412387,0.34462745606640294,0.7796256197261439,0.6256216742197672,0.9275911458333334,0.6450779150328438,0.1464313123561013,0.09242753061540847,0.35223748338502436,0.7866416384227825
6,0.6214514165605818,0.92262109375,0.6442918557077364,0.1367284046692607,0.08461046516107656,0.35604046430192593,0.7841258832195377,0.6281537563006083,0.9204947916666667,0.6484278632272922,0.13980615349938014,0.0863827861146896,0.36641559592379264,0.7848670372405031
7,0.6210073459148407,0.9214977678571429,0.6454405543018237,0.13618332985373402,0.08399993939944854,0.35954218273782507,0.7847021897998822,0.6221538632710775,0.9258463541666667,0.6508615973773438,0.14819468126477012,0.09291769825193187,0.3658248412346773,0.789669759293985
8,0.6176290286268507,0.9217756696428572,0.647859607559811,0.13811930497657432,0.08522003034901365,0.36417871733350626,0.7876853150297013,0.6261550208727519,0.8984557291666667,0.6729623474881139,0.13235130504439155,0.07791459261199896,0.4392261113572589,0.79067005114109
9,0.6145416907582965,0.9209017857142857,0.6508713366214974,0.13907751363564583,0.08556801195814649,0.3712145775241554,0.7906597989775558,0.6244153602917989,0.9263385416666666,0.6436426635652926,0.14373070170127747,0.09039332901801013,0.35061290798995715,0.7893274188395007
10,0.614288466487612,0.9209012276785714,0.6520497066104998,0.13984987044195374,0.0860252782775534,0.3736139031191233,0.7907367658134135,0.6306643195152283,0.913765625,0.65653339007525,0.1375214877324582,0.08348354046105683,0.3898980948161276,0.7825802015011518
11,0.6149668864522662,0.9197890625,0.6539049045205931,0.13974672029110408,0.08569058908151432,0.37854224758446275,0.7904362999336089,0.627423426469167,0.9448229166666666,0.6250584537618864,0.15800349705929104,0.10808459740118523,0.2936050804903264,0.7931507525119164
12,0.6121329671314785,0.9196729910714285,0.6541484798160055,0.13976836745670335,0.08567535093631862,0.3791582906426302,0.79305826763168,0.6270393854777018,0.9453151041666666,0.628572314383655,0.16221823259525234,0.11112933202142779,0.30025107074287405,0.7931369202916047
13,0.610869007400104,0.9204737723214286,0.6568335512279574,0.1424556969642266,0.08745927015065426,0.3837948252383114,0.793753438389298,0.618702981630961,0.9233619791666666,0.6551810673305296,0.14789935431566145,0.09198300079233596,0.3771968690001477,0.7934760536974291
14,0.6100581105777195,0.9200502232142858,0.6573826002611165,0.14230124521072796,0.08726266171309417,0.38535114454315544,0.7945621842316175,0.6168035462697347,0.9177421875,0.6598626994639653,0.14405332899764248,0.08821186778176025,0.39255649091714667,0.7956363557752835
15,0.6091043271677835,0.9198738839285714,0.6589175176032419,0.14307710670804488,0.08767682382714785,0.38865832306594905,0.7953999530882668,0.627690973440806,0.9389010416666667,0.6341550226575668,0.1551922799942388,0.1026141612304176,0.31826908876089205,0.7908837704063407
16,0.6086871586527143,0.9192689732142857,0.6578770888002842,0.1416892116379515,0.08671120470554063,0.3871668503988068,0.7959563348044438,0.6240286485354105,0.9289192708333334,0.6456088592334355,0.14865412806836967,0.09422696718070384,0.3519421060404667,0.7902850575071158
17,0.6086549345425197,0.9193080357142858,0.6597605094597476,0.1429384290760805,0.08745666333028708,0.3909603787043642,0.7958698041961637,0.6218381567001343,0.8929375,0.6784933800543183,0.13064072742651722,0.07623583997630741,0.45621030866932505,0.7950474959913154
18,0.6076177140985216,0.9190223214285714,0.6605230326066511,0.14308322802376255,0.08747292418772563,0.39280850787886645,0.7966538503806446,0.6264229513804118,0.9427734375,0.6278588215202228,0.15665656061710864,0.10582806180649175,0.3014325801211047,0.792727144312925
19,0.6071953542573112,0.9198660714285715,0.6602355466365853,0.14391319899844998,0.08816783298514222,0.3913494585305752,0.7972283719790042,0.6234931764602661,0.9423984375,0.6329618343603283,0.1604736782176339,0.10798937474458521,0.31221385319745976,0.7961001618030142
20,0.6076591280528477,0.91893359375,0.6611150020651646,0.14335332378037635,0.08761054930480976,0.3941054406329032,0.7965981973685426,0.6220043781598409,0.9156302083333333,0.658860274478287,0.14100116661363876,0.08592664404588786,0.3927041795894255,0.7916129563339205
