path,relative_path,filename,file_size_bytes,ffprobe_returncode,has_audio_stream,audio_codec,sample_rate,channels,audio_duration,ffprobe_error,audio_decode_returncode,audio_decodable,audio_decode_error
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_0_2msdhgqawh_vid_0_20/fake.mp4,silent_videos/subject_0_2msdhgqawh_vid_0_20/fake.mp4,fake.mp4,1258869,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_0_2msdhgqawh_vid_0_20/real.mp4,silent_videos/subject_0_2msdhgqawh_vid_0_20/real.mp4,real.mp4,1528545,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_0_2msdhgqawh_vid_1_29/fake.mp4,silent_videos/subject_0_2msdhgqawh_vid_1_29/fake.mp4,fake.mp4,1265173,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_0_2msdhgqawh_vid_1_29/real.mp4,silent_videos/subject_0_2msdhgqawh_vid_1_29/real.mp4,real.mp4,1909395,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_0_2msdhgqawh_vid_2_18/fake.mp4,silent_videos/subject_0_2msdhgqawh_vid_2_18/fake.mp4,fake.mp4,1252587,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_0_2msdhgqawh_vid_2_2/fake.mp4,silent_videos/subject_0_2msdhgqawh_vid_2_2/fake.mp4,fake.mp4,1271792,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_0_2msdhgqawh_vid_2_18/real.mp4,silent_videos/subject_0_2msdhgqawh_vid_2_18/real.mp4,real.mp4,1698545,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_0_2msdhgqawh_vid_2_2/real.mp4,silent_videos/subject_0_2msdhgqawh_vid_2_2/real.mp4,real.mp4,1700132,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_100_jqsyphj1sj_vid_1_17/fake.mp4,silent_videos/subject_100_jqsyphj1sj_vid_1_17/fake.mp4,fake.mp4,1139582,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_100_jqsyphj1sj_vid_0_14/fake.mp4,silent_videos/subject_100_jqsyphj1sj_vid_0_14/fake.mp4,fake.mp4,1111773,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_100_jqsyphj1sj_vid_0_14/real.mp4,silent_videos/subject_100_jqsyphj1sj_vid_0_14/real.mp4,real.mp4,2216038,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_100_jqsyphj1sj_vid_1_37/fake.mp4,silent_videos/subject_100_jqsyphj1sj_vid_1_37/fake.mp4,fake.mp4,1129868,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_100_jqsyphj1sj_vid_1_17/real.mp4,silent_videos/subject_100_jqsyphj1sj_vid_1_17/real.mp4,real.mp4,2210775,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_100_jqsyphj1sj_vid_1_19/fake.mp4,silent_videos/subject_100_jqsyphj1sj_vid_1_19/fake.mp4,fake.mp4,1158029,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_100_jqsyphj1sj_vid_1_19/real.mp4,silent_videos/subject_100_jqsyphj1sj_vid_1_19/real.mp4,real.mp4,2129322,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_100_jqsyphj1sj_vid_1_37/real.mp4,silent_videos/subject_100_jqsyphj1sj_vid_1_37/real.mp4,real.mp4,2165062,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_101_random174gjjglkg_vid_2_22/fake.mp4,silent_videos/subject_101_random174gjjglkg_vid_2_22/fake.mp4,fake.mp4,1136537,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_101_random174gjjglkg_vid_2_21/fake.mp4,silent_videos/subject_101_random174gjjglkg_vid_2_21/fake.mp4,fake.mp4,1165935,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_101_random174gjjglkg_vid_2_21/real.mp4,silent_videos/subject_101_random174gjjglkg_vid_2_21/real.mp4,real.mp4,1296091,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_101_randompphb93l6wy_vid_0_1/real.mp4,silent_videos/subject_101_randompphb93l6wy_vid_0_1/real.mp4,real.mp4,1449263,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_101_randompphb93l6wy_vid_0_1/fake.mp4,silent_videos/subject_101_randompphb93l6wy_vid_0_1/fake.mp4,fake.mp4,1221989,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_101_randompphb93l6wy_vid_0_17/fake.mp4,silent_videos/subject_101_randompphb93l6wy_vid_0_17/fake.mp4,fake.mp4,1341927,0,False,,,,,,,False,No audio stream found
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/silent_videos/subject_101_random174gjjglkg_vid_2_22/real.mp4,silent_videos/subject_101_random174gjjglkg_vid_2_22/real.mp4,real.mp4,1279368,0,False,,,,,,,False,No audio stream found
